Stanox,Latitude,Longitude
62201,52.00365055,-0.49523342
33096,53.44382205,-2.384245344
32222,53.46186911,-2.081052691
89727,51.08288949,1.169514594
89731,51.08458808,1.153935481
86461,50.82938243,-0.578387118
50435,51.54943171,0.024380071
87627,51.43927809,-0.053131211
36064,53.55349173,-3.070905282
1127,57.60977968,-3.625947915
1012,58.35688348,-3.896886821
7012,55.95902295,-4.795247291
6025,56.82042583,-5.10612923
65601,52.57979397,-1.828024699
11221,54.25867489,-3.216062662
47242,52.11922336,0.056336531
89389,51.10402473,0.294570508
86321,50.79632618,-1.073968761
36063,53.56606768,-3.071827007
82071,51.34202439,-2.301006222
87097,51.31185994,-0.746973814
50014,51.83769259,1.243200888
17021,53.8203831,-1.769004665
35703,53.29582849,-2.723566702
82204,51.22726353,-2.309993133
87160,51.43393332,-0.349446099
32545,53.34876608,-1.98884364
74012,51.53302133,-0.728454034
26008,53.3996039,-0.769696039
26104,53.38610871,-0.768580774
4715,55.61834897,-2.806904149
65822,52.50179452,-1.980504734
6105,56.07985492,-4.825697723
16604,53.79659266,-1.382313322
9529,53.97842899,-2.105174754
6710,55.85523267,-4.129447541
6350,55.88768757,-4.364989203
9440,54.32143952,-2.326357516
71038,51.68661918,-0.381717416
35395,53.48853425,-2.672134456
6502,55.88565468,-4.079482601
79824,51.5964572,-3.641464767
79084,52.13324434,-3.529915203
1083,57.61302191,-4.688390919
35102,53.55941651,-2.694392613
32526,53.39291933,-2.231233849
87911,51.15648529,-0.161013916
73499,51.58902373,-0.555255396
50334,51.58190432,0.205990708
7233,55.80398385,-4.293000403
11567,54.06181141,-2.302850611
19215,53.74798242,-0.732248783
78353,51.68425057,-3.226577484
82332,51.0340263,-2.272619209
89011,51.3865632,0.54987892
6239,55.89733108,-4.282669893
87624,51.42445103,-0.083809919
8646,55.24631572,-4.848358848
15518,54.43939386,-0.793803366
40055,53.26743622,-3.797731686
7255,55.85867356,-4.258477284
7257,55.85974964,-4.257628884
6399,55.86234035,-4.250635673
6401,55.8621818,-4.251441533
17302,53.70905948,-1.342008197
36719,53.42837424,-2.459656643
3153,56.2748402,-3.731162478
6008,56.87238228,-5.449604783
8001,55.73888198,-4.674482194
3241,56.16234817,-3.143017104
32250,53.44448444,-1.949071039
68089,51.86556415,-2.238484179
88242,50.85916494,0.070105151
64111,52.89352767,-3.037171379
87057,51.18658109,-0.61884222
32226,53.45171797,-2.054772115
87734,51.21815313,-0.050058167
24004,53.53420689,-1.312809495
3032,56.49778246,-2.719549384
87083,51.21939382,-0.441828682
50412,51.56557815,0.110833738
46273,52.39124424,0.266851241
20002,53.70493274,-0.87421747
42002,53.22256739,-2.326468777
53248,51.66333611,-0.09458392
4710,55.84026774,-3.046518829
74291,51.52149273,-1.133028973
87997,50.8177113,-0.433058386
32055,53.46908838,-2.166208165
72419,51.55533623,-0.150744336
7011,55.962311,-4.816637304
79325,51.64872881,-4.035954476
21006,53.67672231,-0.337126444
53303,51.64260824,-0.097331917
11401,54.19573029,-2.902746989
78705,51.4676102,-3.18973267
44421,52.90649244,-0.642444906
86077,51.17005248,-1.620762072
65608,52.51500914,-1.852592679
88721,51.44134709,0.366672896
51311,51.4762462,0.321860672
15506,54.48958194,-1.115358929
50026,51.85176953,1.065184593
47311,52.05982006,0.193549048
21033,53.57577596,-0.130234863
67214,52.10920748,-2.318266082
70360,51.70352181,-0.709118581
48053,52.61218402,1.720909699
38202,53.38326957,-3.016414668
11215,54.24453219,-3.2455715
37073,53.25147878,-2.534269074
7303,55.93522595,-3.993091035
32107,53.53887358,-2.013840927
73415,51.54233072,-0.345814677
88699,51.45036941,0.280317846
7015,55.94533199,-4.752614086
7013,55.94732832,-4.76781323
88433,51.47813364,-0.013313806
9085,55.00105072,-3.065200688
21134,53.57434433,-0.075622257
21122,53.56345121,-0.086988194
34022,53.30557707,-1.626295438
15522,54.4361258,-0.724981054
88481,51.43086138,0.021751853
87052,51.23696452,-0.580404167
17051,53.87594736,-1.715083137
87138,51.49167662,-0.275263818
84208,50.51606914,-4.219435492
48010,52.86637323,1.349136746
41031,53.0725889,-3.017888551
15503,54.53290245,-1.179405416
21021,53.60609675,-0.269465948
87667,51.37786927,-0.153882257
52044,51.5471045,-0.056030624
52736,51.54875707,-0.060792166
52040,51.54341038,-0.024892141
69505,51.77085904,-0.942115259
48197,52.52881109,1.623031392
32255,53.46075953,-1.965317729
54008,51.66849847,-0.176147407
35140,53.53386729,-2.494821177
52078,51.53870534,-0.075639719
65934,52.42250241,-2.146411796
7609,55.76195947,-4.219996806
37224,53.37873242,-2.347355608
49107,52.34683652,1.50569763
36704,53.36449368,-2.830134048
18464,53.72097401,-1.853576581
66442,52.43692223,-1.84564475
29179,53.59743713,-2.413107683
36066,53.49750083,-3.049624506
89202,51.35247581,0.444960716
13305,54.96785356,-2.4635723
89431,51.06837586,0.854539794
86222,50.87136299,-1.329152012
7479,55.7731887,-4.038874179
7480,55.77885491,-4.054796622
16118,53.99634482,-1.284101917
88252,50.7963993,0.279384249
72418,51.55521088,-0.165679801
87158,51.41593287,-0.372097472
87181,51.40255347,-0.342726283
87162,51.41452253,-0.312467833
69213,52.42904631,-1.699922775
65669,52.53108225,-1.928972627
86951,50.72518046,-2.01935108
74451,51.8251626,-1.373508269
32566,53.34650814,-2.213632443
73261,51.51183396,-0.338561337
29057,53.78162692,-2.316911496
64422,52.86134256,-4.109197227
72033,51.53628917,-0.257643905
48521,52.45370848,0.909167409
62203,51.96206977,-0.495664827
47603,51.79037004,0.132334505
47611,51.7810745,0.095158903
50333,51.59276634,0.233154232
62422,51.81465017,-0.351456166
89406,51.24483084,0.672429973
54202,51.57735908,-0.105110345
51561,51.57718291,-0.098118041
10057,54.61349119,-3.565514781
16102,53.99319043,-1.537613259
72007,51.5921691,-0.334548748
72017,51.59217809,-0.334548419
70381,51.57918563,-0.337203069
37005,53.2417721,-2.553627674
65961,52.33450742,-2.221114218
14225,54.68676456,-1.207330651
7436,55.81147612,-3.83931179
49422,51.94415745,1.286712143
87062,51.08864146,-0.719142235
87973,50.92460907,-0.145925636
88285,50.85789013,0.576770971
72005,51.60941833,-0.368579032
53501,51.7638835,-0.215564625
23022,53.58873401,-1.023381804
50217,51.77987043,0.592150047
34015,53.32578858,-1.651717299
32230,53.4452971,-2.040309672
66436,52.29529095,-1.672964023
86341,50.85441578,-0.981595703
44228,53.11449416,0.273170101
80122,51.80264332,-4.960235663
41017,53.18537279,-3.032080586
39005,53.21808822,-3.032716562
7116,55.84218395,-4.398836033
13313,54.97517994,-2.247595864
87615,51.42544578,-0.1887899
88329,51.37633242,0.01058395
73770,51.50309486,-0.420663335
85702,50.18555164,-5.4198875
4235,55.9458021,-3.218449784
87967,51.00567598,-0.105050599
32541,53.3775581,-2.122018444
17103,53.81798835,-1.594191271
72006,51.60265001,-0.357197341
32529,53.36943053,-2.236666158
21031,53.58182051,-0.160634386
78380,51.51642985,-3.181549945
78391,51.51566124,-3.181976793
73777,51.45826598,-0.445442717
73778,51.47140464,-0.454312503
73767,51.47005173,-0.490569529
32517,53.42557461,-2.179039844
18449,53.73760093,-2.009059899
44203,52.97733905,-0.293937014
86201,50.93230933,-1.294492064
65511,52.7101262,-2.001774435
15834,54.5969689,-1.581774731
6109,56.00419956,-4.732738414
6108,56.0123546,-4.729784726
9527,54.01087422,-2.227847871
1016,58.11742321,-3.658692813
38384,53.27521498,-2.771206123
71011,51.7423381,-0.490752049
63252,51.58006936,-0.238648558
78359,51.64740999,-3.224136998
66445,52.29150026,-1.783981905
74029,51.53418111,-0.900192586
18005,53.69856257,-1.114522137
76357,52.06116938,-2.708211682
89483,51.36459551,1.117755557
87249,51.45330374,-0.102263289
86003,51.3768091,-0.389937499
51702,51.79903917,-0.072912813
53241,51.79886098,-0.091759953
19195,53.71745477,-0.441827651
38033,53.32973128,-3.073702166
87762,51.18140675,0.095095699
13156,54.95157403,-1.555779122
13316,54.97346403,-2.094803493
74609,51.91919718,-1.299252326
89372,51.14940105,0.277359176
73503,51.6295876,-0.745390259
88755,51.42655727,0.466306499
52732,51.60834966,-0.000196097
81915,51.2181504,-2.972162826
52053,51.54608783,-0.103741027
54293,51.5461777,-0.103737289
36065,53.52512069,-3.057065425
89356,51.21448231,0.227617321
6303,55.92008502,-4.320258616
7152,55.85417588,-4.354995215
7150,55.85601458,-4.371565366
86332,50.82826459,-1.058782996
87185,51.37499512,-0.340501423
59318,52.53501444,-1.371912887
35123,53.54225088,-2.575500949
86913,50.75262807,-1.714119559
53221,51.9532882,-0.26345626
88451,51.45202358,-0.000918303
50318,51.60356001,0.659028691
89405,51.26517672,0.627878844
42004,53.19894617,-2.351138409
87937,51.18119035,-0.320783441
86961,50.71139649,-2.077838947
40001,53.30769955,-4.631007931
7397,55.81289321,-3.973918155
52042,51.54701172,-0.042332468
67356,52.10161097,-1.833732692
83461,50.79657023,-3.186728242
18489,53.60824202,-1.780966155
87628,51.44998713,-0.045479634
86049,51.27999634,-0.961618574
38302,53.29721313,-2.97700888
41025,53.11737184,-3.036876043
34010,53.34612512,-1.729885256
79098,52.3914279,-2.912057735
87909,51.1687702,-0.161026022
16101,53.97988261,-1.526827747
17105,53.8477195,-1.630232605
87941,51.06605922,-0.319242941
87070,51.2793431,-0.435385774
9513,54.14939623,-2.302035915
30225,53.57812055,-2.539665889
35024,53.59778246,-2.804420293
36703,53.37240571,-2.775066385
87141,51.46194419,-0.3622555
88103,50.83520859,-0.170659567
48031,52.71559598,1.408019294
71034,51.71774549,-0.344647052
19221,53.76472995,-0.860467771
7102,55.81055814,-4.563040481
52080,51.53151157,-0.075654844
1008,58.51360836,-3.452127521
38004,53.39022627,-3.178829415
44207,52.9753743,-0.110521803
55098,53.03830141,-1.195807841
18474,53.64851581,-1.784691514
19105,53.74416957,-0.345686077
33094,53.45224318,-2.327537471
29059,53.77179012,-2.347561176
74815,51.41490706,-1.512271599
19004,54.17394331,-0.314571764
45201,52.32866155,-0.192047073
2021,57.44447167,-2.775741103
87753,51.2444269,0.003965639
19018,53.95587374,-0.433871415
36605,53.40969812,-2.84298843
32216,53.45189791,-2.085249327
32214,53.46481432,-2.085456676
44068,53.19502495,-0.600195233
6354,55.87974722,-4.314653456
50030,51.88564901,0.927557437
7002,55.92943974,-4.827219754
87933,51.11561659,-0.214744068
50423,51.55911694,0.069706201
56547,52.97960975,-1.294928246
17055,53.92477718,-1.822030552
72245,51.47494819,-0.182798363
35121,53.53892572,-2.611518641
38379,53.27662137,-2.816522
50227,51.66704483,0.384273439
2029,57.33748266,-2.617114617
1053,57.68900142,-4.174839985
3067,56.45646294,-3.057400457
3331,56.03467079,-3.396184949
7004,55.90609751,-4.872565649
1035,57.92485071,-4.39947929
2031,57.28625108,-2.373564482
49211,52.05060519,1.144456305
33097,53.43432441,-2.433228913
8401,55.61087081,-4.675124714
87142,51.47476101,-0.336885064
74558,51.82575818,-1.238163095
73810,51.50850275,-0.506706334
84067,50.39339525,-3.904228393
15504,54.55204195,-1.208583454
65210,52.48944774,-1.913207474
80111,51.75675796,-4.996362935
7105,55.83470251,-4.503620579
6352,55.88269954,-4.324902744
31567,53.54415353,-2.375117578
89519,51.14938019,1.272092939
17011,53.86797553,-1.90165245
2015,57.55088159,-2.954069076
50113,51.84071018,0.702413469
6230,55.89354883,-4.309557568
75018,51.67699751,-2.022809451
62040,52.09222809,-0.503891793
87154,51.42098183,-0.409729934
89400,51.297184,0.247455561
11007,54.33210365,-2.739648657
87810,51.32477441,-0.100899115
46279,52.27727867,0.490492393
7227,55.81330947,-4.325232004
72272,51.53054033,-0.225063307
72413,51.53455423,-0.219932578
72241,51.49789825,-0.210340323
88314,51.41221267,-0.045221199
63551,51.55049566,-0.140339026
72420,51.54654847,-0.146629699
72008,51.58180172,-0.316958174
11341,54.17291056,-2.925228821
61009,52.39356806,-0.731546953
87147,51.48951172,-0.2870852
87136,51.47707175,-0.285031
84201,50.38986438,-4.179628415
81507,51.41797285,-2.495628718
88417,51.46211999,0.027523501
65935,52.38449468,-2.238466385
43031,53.0865805,-2.244815739
79019,51.73434782,-4.317009582
72313,51.53727778,-0.19221251
15512,54.47776871,-1.068157828
1015,58.17079356,-3.869110559
80215,51.73211469,-4.715186024
8712,55.61211526,-4.498664449
8704,55.63720482,-4.530470211
6205,55.92469356,-4.453396596
8105,55.65594704,-4.709997787
1013,58.25829685,-3.941213115
54311,51.53088366,-0.12290012
46220,52.75394452,0.40346248
74465,51.90225644,-1.628773112
3283,56.06933079,-3.174155342
71022,51.70636018,-0.43840004
66510,52.41430354,-1.932319087
83231,50.93606517,-3.905431535
7235,55.81953737,-4.246502738
69429,52.0213599,-1.28091375
4118,55.91880716,-3.264964968
87161,51.41274923,-0.301143881
87709,51.29472171,-0.211222081
1147,57.07776639,-4.052188802
74805,51.40251869,-1.445972825
50016,51.84140828,1.215023828
23026,53.56389678,-1.074065329
36050,53.48620488,-2.902827998
56243,53.1001157,-1.25305413
9436,54.45486483,-2.368601103
11223,54.23271617,-3.187375862
3272,56.11205061,-3.167029812
8841,55.38830461,-3.998490809
36057,53.44091365,-2.981116175
30044,53.78692859,-2.882937482
7551,55.81390796,-4.167090916
4112,55.88868496,-3.432507467
17140,53.82373393,-1.622482339
1024,57.97144744,-3.987217783
7298,55.85418267,-4.048386694
26004,53.48486013,-0.593915953
26609,53.34097649,-1.267179827
26591,53.33673382,-1.239844593
16113,54.0090376,-1.470421819
53228,51.86686037,-0.187264736
79087,52.34508364,-3.042194579
89341,51.34578842,0.130874175
18022,53.70655388,-1.2591813
79096,52.35987284,-3.096877718
37221,53.30180505,-2.371789096
65630,52.4778313,-1.900200287
3221,56.27377235,-3.122275962
88309,51.45624251,-0.019014898
51301,51.56752454,0.424319444
1031,58.00181084,-4.399891468
86293,50.6464633,-1.166338433
46266,52.44741702,0.535221759
80205,51.66719529,-4.873290811
7957,55.67360478,-3.773279728
11720,54.0487387,-2.807453827
87994,50.82707433,-0.323082733
65513,52.65655478,-2.020721237
7130,55.92451171,-4.585256731
29145,53.80484442,-2.448658056
73816,51.5080623,-0.541737392
65901,52.49388479,-2.004957921
56524,53.01807763,-1.331241471
7581,55.821127,-4.277325823
9418,54.69436344,-2.663689003
28003,53.23185821,-1.209341925
83235,50.85699291,-3.810659921
66434,52.34226464,-1.725681735
8221,55.79273714,-4.867177276
7496,55.7385911,-3.975499568
3001,56.83633402,-2.465931676
81422,51.45800825,-2.564430647
30027,53.83528081,-3.029985432
9416,54.75044239,-2.703213416
35447,53.42682405,-2.724976596
65610,52.4806558,-1.786005346
62211,51.90516578,-0.458476583
15516,54.46060428,-0.825730865
69300,52.28450356,-1.536198948
38009,53.40806167,-3.099591698
87685,51.29881446,-0.333208683
67219,52.04525835,-2.425858124
88453,51.44975325,0.013518863
17132,53.79564092,-1.548029825
59241,52.63144173,-1.12526743
87739,51.19389677,0.210521999
51013,51.54127525,0.640439672
70321,51.91631381,-0.676982206
85715,50.18411324,-5.436598227
85716,50.17876549,-5.440977503
89407,51.23448397,0.707789611
6454,55.92131198,-4.153877703
76373,52.22569164,-2.730340642
53104,51.97997099,-0.229237077
3203,56.37509254,-2.893716131
32516,53.4441776,-2.192668067
88221,50.87062476,0.011358508
88415,51.4656901,-0.013998642
30162,53.69886909,-2.687141461
51551,51.56972559,-0.008022916
51547,51.56355455,0.008443905
30021,53.82192733,-3.049270605
65316,52.68016161,-1.825412555
65315,52.68690915,-1.800236592
65311,52.68690912,-1.800221798
62047,52.04154535,-0.558905979
52705,51.51253621,-0.039775903
44038,53.22610736,-0.539922007
87755,51.17644797,-0.007137568
48058,52.62212597,1.489967884
5119,55.97644649,-3.595847107
87064,51.07130924,-0.800209629
84411,50.44685083,-4.469610231
87065,51.0435641,-0.892849642
78376,51.54457856,-3.185611563
73521,51.75223561,-0.808429421
38314,53.28552918,-2.943292034
31037,53.64300955,-2.094650366
86471,50.81009789,-0.545971777
87936,51.07974554,-0.307953655
46259,52.46239615,0.316581606
36080,53.4046152,-2.979167996
38183,53.40461532,-2.979152957
38182,53.40822236,-2.977746484
36091,53.35775857,-2.889142562
36192,53.35775868,-2.889127539
52741,51.51799092,-0.081399726
4025,55.90137788,-3.544345904
4102,55.87168727,-3.501565
64415,52.74151743,-4.077183206
64418,52.82086528,-4.110204077
79094,52.33643592,-3.213422458
78369,51.60325614,-3.233057888
78410,51.5084381,-3.228621842
64420,52.83617603,-4.123863427
64426,52.9206986,-4.057041783
79074,51.88535083,-3.986908765
79077,51.99531947,-3.802842884
79081,52.24236832,-3.379145165
40046,53.32093141,-3.827004391
40050,53.28395847,-3.809105879
79072,51.82104138,-4.003666906
79040,51.67387105,-4.161325823
40037,53.25730268,-3.983207156
40030,53.22096053,-4.209221472
79075,51.9402196,-3.893163377
79083,52.11430622,-3.554825654
79056,51.69114021,-4.078950374
79095,52.34963629,-3.161370304
78615,51.53758635,-3.440790951
76640,51.70030158,-3.135195478
78378,51.53274593,-3.181987702
40059,53.13886481,-3.794405396
79324,51.66150612,-3.884701791
78915,51.4097454,-3.48163025
79076,51.96259355,-3.871689494
79082,52.10471882,-3.632173831
64412,52.66679602,-4.087686831
78010,51.6340039,-3.453524055
6051,56.40200237,-5.04195397
6014,56.85524946,-5.191563039
6006,56.88094236,-5.663377065
6009,56.8553883,-5.290022403
3249,56.13532173,-3.312938689
1082,57.62173772,-4.80904392
7101,55.78714983,-4.616057153
7981,55.12305621,-3.353531435
18487,53.63474669,-1.800791709
52737,51.54115249,-0.057726231
88141,50.83665532,-0.136474475
87068,51.24064419,-0.565047741
70091,52.2947306,-1.086451542
56596,52.88500516,-1.287514863
9525,54.01684892,-2.255594982
15666,54.58922951,-1.030487916
66519,52.39643111,-1.98128348
87105,51.38517105,-0.594551006
88487,51.39615285,0.300392923
4817,55.97647835,-2.888347068
43044,53.04189735,-2.216448173
43501,52.98996821,-2.137009787
84421,50.35920966,-4.456199079
37209,53.26767902,-2.465201275
30142,53.72425888,-2.6874799
30330,53.57294207,-2.494265012
85101,50.40716402,-4.666005518
59002,52.77897307,-1.195922148
87247,51.46629666,-0.102156248
18461,53.74994042,-1.753407203
55501,53.00630294,-0.998415329
88313,51.42482843,-0.033319351
48104,52.47446164,1.749733447
76377,52.37128989,-2.71621537
62400,51.88231146,-0.414015487
62410,51.87244405,-0.395856288
85225,50.39002161,-4.747424674
76072,51.71413824,-2.53086465
65929,52.45993487,-2.115923001
86908,50.75828921,-1.52943824
86907,50.76090097,-1.537153372
83473,50.66222436,-3.440853069
83474,50.64828003,-3.431019959
30038,53.73929411,-2.964037153
32571,53.25935764,-2.12197899
64317,52.59514987,-3.854535951
79828,51.60993933,-3.654661264
36013,53.50648429,-2.930851527
82316,50.77999522,-2.569429103
74005,51.5186698,-0.722642139
89313,51.27716693,0.513990081
89403,51.27782753,0.521324577
89315,51.27046366,0.515803743
87400,51.3847272,-0.261250424
6001,57.00596561,-5.829579065
16232,54.13209175,-0.797232867
67209,52.12547734,-2.31950729
32530,53.36505617,-2.272978309
33087,53.47404639,-2.241993438
32000,53.47737582,-2.230907682
33092,53.4622085,-2.290652706
31510,53.48748249,-2.242596792
46215,52.49785491,0.177714157
49302,51.94906207,1.045269972
50431,51.55247604,0.046368395
38005,53.39479362,-3.171436119
80207,51.66016579,-4.791863003
12719,54.97277031,-1.604754032
56225,53.14211774,-1.198431771
56221,53.16357986,-1.201846423
46206,52.55990999,0.091216409
89328,51.17517274,0.493199114
89475,51.38543347,1.372029961
59401,52.47973706,-0.909319293
44043,53.38393449,-0.336899912
3226,56.20100648,-3.130788529
50105,51.88094864,0.783355353
74016,51.57099501,-0.766412165
32553,53.40070699,-2.057262197
18479,53.60319901,-1.930748729
36072,53.4466354,-2.995732555
15668,54.58742884,-1.018924807
69217,52.46720191,-1.755600059
89469,51.17068396,1.348248171
87100,51.40741075,-0.724379191
15502,54.54435423,-1.198498642
6233,55.89762375,-4.300730169
50438,51.54608138,0.005842744
63021,51.52252391,-0.162885788
10023,54.71132478,-3.49407484
57004,53.1384243,-1.558908263
57007,53.12237088,-1.556756266
32527,53.43307563,-2.209249742
7587,55.83772274,-4.288677295
8639,55.35473899,-4.685266436
88435,51.48262338,0.002940189
25316,53.41748279,-1.4128515
79825,51.60534317,-3.649006252
47248,52.09072601,0.008969964
75361,51.37981866,-2.144491868
49121,52.10445296,1.33826694
59125,52.76104951,-0.885862186
84401,50.42621425,-4.40925713
17041,53.89235213,-1.735513385
38006,53.39945547,-3.154267443
35016,53.64628622,-2.975802123
88488,51.38642145,0.356980604
7494,55.74870215,-3.978241983
87712,51.26415131,-0.150200208
78201,51.74462467,-3.377261463
78144,51.68664851,-3.336587811
44093,53.13890124,-0.391449089
13515,54.95875432,-1.665637546
24314,53.49100998,-1.288562467
86081,51.18238832,-1.260662011
16602,53.78885216,-1.326796714
89109,51.36244012,0.735387688
15449,54.57911717,-1.234731666
32542,53.3599737,-2.083352579
74722,51.39597322,-1.177691657
87059,51.16331342,-0.636928123
80102,51.71498455,-5.041005004
29161,53.73547175,-2.501733
63214,51.61309405,-0.249215511
62044,52.05384575,-0.532680601
7103,55.82510557,-4.533340734
11211,54.21083032,-3.271083733
31049,53.55132461,-2.171510618
6301,55.94135754,-4.31456473
70261,52.03429703,-0.774125505
89451,51.32917921,1.317244501
18441,53.67141425,-1.692547706
49313,51.94364159,1.081430266
87659,51.40773656,-0.154620298
87661,51.39294744,-0.15773117
37222,53.32915382,-2.333664079
3039,56.48010116,-2.818251295
73520,51.73576551,-0.829310829
81261,51.46834641,-2.588687071
3014,56.71278582,-2.472080472
36078,53.40857772,-2.989172521
38181,53.4085776,-2.989187562
54299,51.51849142,-0.088917245
35144,53.51628919,-2.351797514
18305,53.59501208,-1.304949287
6002,56.96969629,-5.821899407
83236,50.83188845,-3.7763855
87331,51.39611365,-0.199436263
11701,54.0703285,-2.869305671
86975,50.70101959,-2.313445984
38008,53.40722263,-3.113499878
67359,51.99228967,-1.700368935
64404,52.707142,-4.032177864
17145,53.7499376,-1.59098013
12132,55.16237933,-1.683087387
86059,51.37207753,-1.035490211
87139,51.46808516,-0.267082575
31613,53.55599628,-2.401185972
30039,53.7649888,-2.942931687
32109,53.51499389,-2.041279799
36185,53.37905255,-2.915442883
7119,55.8408229,-4.348277603
31303,53.5234345,-2.171020907
7466,55.79166934,-3.994316462
1100,57.47985239,-4.223359
87301,51.39519382,-0.239506998
88457,51.44021673,0.05008039
37065,53.23181887,-2.732223053
88161,50.8467144,-0.118813958
7236,55.82654916,-4.261117182
78130,51.68133368,-3.376353256
7295,55.84019615,-4.133655987
1094,57.5178285,-4.460230684
7567,55.80945292,-4.274377756
4803,55.93358501,-3.073205123
18451,53.72901627,-1.981426975
19015,54.01124098,-0.386087574
81903,51.41940442,-2.750637976
1125,57.58022877,-3.871999753
42172,53.06358676,-2.518959044
80217,51.79937792,-4.72720418
59301,52.57130979,-1.20333661
37227,53.39539053,-2.343416723
79411,51.66236392,-3.807234154
49016,52.15260367,1.055290712
7237,55.78303198,-4.426936871
29033,53.8350189,-2.213761012
38035,53.29186531,-3.06307537
55603,52.96142944,-1.079845919
10197,54.45642433,-3.565836557
86219,50.87489759,-1.341892993
54011,51.64857583,-0.172971357
88317,51.41676716,-0.035247266
21137,53.5744021,-0.06081807
88410,51.47634228,-0.03240055
88392,51.47634252,-0.032414941
8834,55.40274096,-4.18432906
88459,51.43805803,0.070559573
21005,53.70194051,-0.360219367
89306,51.31300048,0.454958586
35020,53.61167644,-2.8677149
87169,51.40407223,-0.255916418
32555,53.36485612,-2.005670156
32544,53.35964252,-2.008524341
86911,50.75574178,-1.657805642
18651,53.80449755,-1.680796703
54031,51.61411462,-0.143012349
44302,53.08002242,-0.813156597
44304,53.0817768,-0.799851014
76634,51.66581533,-3.142893804
74803,51.39764699,-1.322842286
74798,51.39845827,-1.307779803
12931,54.9684071,-1.61729244
83476,50.70502878,-3.472797657
4718,55.93311542,-3.090847046
88236,50.78978447,0.05502083
88231,50.7948487,0.054973353
89021,51.35334054,0.668600349
47004,52.23795805,0.406236094
47331,51.97987679,0.215166605
76401,51.58878919,-3.000549516
85261,50.41508416,-5.075698806
55095,53.06999918,-1.221784712
7416,55.81877244,-4.133041277
83624,50.52957096,-3.599181694
15833,54.61371113,-1.58965538
32224,53.45639466,-2.06714222
8605,55.47405297,-4.625805468
83322,50.77891661,-3.589404397
35321,53.45307501,-2.613597161
6125,55.97042312,-4.5861082
4711,55.86699143,-3.069369234
1151,57.0591302,-4.119103557
64307,52.5123271,-3.311394746
78511,51.47661514,-3.20170246
7225,55.81192905,-4.359943913
87163,51.41235554,-0.284002633
87633,51.41144392,-0.12189996
88272,50.8260973,0.389490971
18041,53.70053462,-1.423403885
4824,56.05703023,-2.730747108
87012,51.27579212,-0.731180983
87608,51.45450898,-0.087891651
50307,51.64858746,0.681687041
32210,53.47464223,-2.113710025
40060,53.14383649,-3.802731652
3338,56.01249421,-3.394582455
15846,54.53620924,-1.553958546
87137,51.46515277,-0.287853068
48013,52.81691221,1.384475311
72010,51.56259616,-0.303961346
15883,54.33308247,-1.441282341
70100,52.23751392,-0.906638675
66513,52.40820504,-1.965844359
88709,51.44584449,0.324362888
63003,51.5575392,-0.359444354
51929,51.60196892,-0.053906743
37129,53.26146543,-2.496915481
42312,52.86671261,-2.190541671
48231,52.62717645,1.306843754
87643,51.39701692,-0.075195755
55247,52.94709295,-1.146378775
69021,52.52638611,-1.463866101
88413,51.46682664,-0.052246904
15501,54.52789168,-1.169462149
86363,50.84605859,-0.882928147
87731,51.22680965,-0.132504788
64822,52.69341097,-2.450192542
59135,52.67223238,-0.7341606
54021,51.63767917,-0.166183546
6041,56.41247099,-5.473909213
51309,51.52199142,0.290497438
87938,51.15150644,-0.335987607
83311,50.732371,-3.996237
65925,52.47094708,-2.05618476
36015,53.48690942,-2.951070329
54297,51.5258318,-0.088508843
81503,51.37922569,-2.380506654
66461,52.4385245,-1.804303043
88288,50.86694276,0.591596778
36001,53.56928698,-2.881191341
88491,51.37329514,0.089116942
36042,53.53032592,-2.708837487
36028,53.46191237,-2.963314556
89348,51.31315516,0.196806065
48120,52.4777845,1.715735804
49101,52.4696271,1.707683949
18064,53.7153019,-1.510403278
38316,53.28406185,-2.924060309
86070,51.2542902,-1.259250251
11012,54.3049348,-2.721871682
74446,51.75349956,-1.270135211
74436,51.80407588,-1.274467944
87193,51.33639295,-0.362396066
87751,51.2579046,-0.004807199
87752,51.25790436,-0.004792877
73000,51.51599537,-0.176149217
89331,51.18226337,0.389177691
36714,53.40580391,-2.556810848
83631,50.43470238,-3.564891631
7115,55.84007084,-4.424102046
7140,55.84734325,-4.424491085
7136,55.85211145,-4.442427302
53307,51.61831524,-0.110411421
74281,51.4854012,-1.090449903
17109,53.95833794,-1.533472636
79060,51.77888289,-3.997448994
85111,50.35531158,-4.704716196
35026,53.59076864,-2.770747586
71032,51.72546166,-0.340252996
86929,50.72296624,-1.947948198
81819,51.43331623,-2.607744957
6359,55.8698813,-4.308791359
10059,54.57037453,-3.580800846
81116,51.5259302,-2.562691126
31742,53.48479223,-2.358243127
7561,55.79060497,-4.335284383
57452,52.89701164,-1.473209687
12124,55.17813211,-1.644178633
36040,53.53042146,-2.670354154
79031,51.68353269,-4.247864764
80202,51.67295452,-4.906057949
80201,51.69392322,-4.93808161
79092,52.27395235,-3.32193626
80209,51.6589263,-4.722086698
78715,51.43588735,-3.174449525
79798,51.52460833,-3.500492429
78356,51.67045634,-3.230109378
88475,51.41933151,-0.054194421
87645,51.41755276,-0.060813796
64407,52.54570066,-4.035034437
25389,53.52556206,-1.62278162
65005,52.72351355,-2.119289323
40042,53.27048053,-3.92351493
85513,50.15031638,-5.08323943
78132,51.66992516,-3.359955989
