Stanox,Latitude,Longitude
1138,57.27948514,-3.82820213
87669,51.36845156,-0.166343292
87665,51.3574079,-0.169771809
7962,55.69104359,-3.66846513
7023,55.94220521,-4.731570933
73272,51.52292969,-0.331526387
82301,51.09980716,-2.522796049
16912,53.72409341,-1.354655899
31044,53.5918611,-2.178232148
15517,54.46715531,-0.946664645
87706,51.28213813,-0.078280452
88469,51.44440472,-0.026290689
88311,51.44473875,-0.024765264
7238,55.81766255,-4.260521875
16116,53.99745481,-1.320541179
84417,50.40567553,-4.466483383
41029,53.09881444,-3.03105307
50405,51.56803811,0.128985143
51313,51.4855558,0.287475411
70366,51.6681108,-0.560504119
51011,51.53872111,0.670621419
86108,50.98367452,-1.385159881
32547,53.31224503,-1.918761303
83225,51.01652896,-4.024744662
25307,53.46235277,-1.466275179
50107,51.92591566,0.758530762
89408,51.20809691,0.790361655
6365,55.86467526,-4.269805411
88401,51.50802715,-0.124776774
74454,51.8724338,-1.489677985
88515,51.48681215,0.031283459
89445,51.25726763,1.018069409
33098,53.44617372,-2.368231979
7490,55.76521402,-4.004665064
89007,51.38037611,0.521179669
12109,55.53673113,-1.706391458
32563,53.37594388,-2.188301538
87678,51.3554761,-0.214142445
70319,51.85792493,-0.66212618
32583,53.27032492,-2.280575743
50223,51.73637734,0.46859777
88495,51.35625531,0.109096787
68076,51.89740292,-2.099613332
76079,51.64017934,-2.67191091
29162,53.73288428,-2.518376422
86012,51.38706624,-0.509297836
51815,51.70287824,-0.02393321
87405,51.36403773,-0.300675608
87411,51.35654682,-0.308133728
65605,52.53565934,-1.832471981
13571,54.85460144,-1.578027673
27263,53.23823696,-1.420113706
89486,51.36024352,1.066961267
82315,50.86635297,-2.572926555
86424,50.83204209,-0.781730014
89443,51.24461172,0.975925528
87082,51.21520826,-0.524801787
52731,51.6330862,0.009923359
34001,53.34030423,-1.943939601
75352,51.46248528,-2.115388856
87710,51.30927331,-0.169477117
41407,52.9331,-3.065641949
88483,51.40555491,0.057443388
87148,51.4811353,-0.267812428
74301,51.57020311,-1.158003147
30213,53.65255099,-2.626837715
70368,51.6542506,-0.518298288
87948,51.05067998,-0.363530386
86915,50.73820228,-1.78453902
29063,53.75053397,-2.39121122
16495,53.82661729,-1.227593077
64241,52.53743477,-2.803693811
79085,52.15053733,-3.456549372
87244,51.51393608,-0.103563806
50021,51.79401218,1.154123916
87069,51.26400085,-0.502743819
11565,54.10539623,-2.410379163
87209,51.46547997,-0.132496138
52735,51.5616437,-0.056998275
80199,51.85167648,-4.883577783
7615,55.7893426,-4.275630241
66455,52.27710332,-1.696549384
87189,51.36121074,-0.348224413
21141,53.56192993,-0.029226754
7430,55.80464288,-3.910233618
31565,53.52250494,-2.314744643
81259,51.4645415,-2.61174324
29143,53.87347843,-2.394336904
88319,51.40858382,-0.040630739
80305,51.84054965,-4.73186998
6345,55.90068383,-4.404398525
7312,55.8624999,-4.031885662
7331,55.86682835,-4.028276158
7329,55.86433465,-4.004973511
87074,51.31809746,-0.389323271
65034,52.62730172,-2.20175827
78711,51.44599078,-3.189098827
50049,51.90072311,0.892628596
50041,51.88646529,0.904792409
66230,52.51654061,-1.708169386
44077,53.14410545,-0.750390986
88274,50.83928268,0.457891356
29030,53.85475503,-2.181861223
67217,52.07987676,-2.356946465
40071,53.29637367,-3.725420209
74452,51.832598,-1.394056165
15513,54.48128564,-0.975163967
43013,53.15787026,-2.192579199
24221,53.48932694,-1.234332897
6046,56.45233726,-5.385419965
1101,57.56173284,-4.440403193
17008,53.91758259,-2.012070842
38157,53.39337392,-3.022670405
40045,53.28011645,-3.830528263
88269,50.83336602,0.426888469
74013,51.55746428,-0.722060152
88211,50.90374958,-0.00917533
84415,50.44590592,-4.481886649
83238,50.81445636,-3.751590402
13318,54.96626602,-2.018408997
60011,52.48886599,-0.688321122
7124,55.83749438,-4.334277851
10124,54.54168554,-3.582164813
6010,56.84280863,-5.121942852
6031,56.76019598,-4.690589699
78381,51.52043581,-3.231827709
65807,52.54509619,-2.085771861
65023,52.64484709,-2.300271043
86301,50.8419131,-1.067314601
19031,53.78166779,-0.406439778
17143,53.76783083,-1.587711757
87900,51.31583463,-0.137861394
87713,51.32203928,-0.134438505
69202,52.40082844,-1.513450297
69199,52.44774808,-1.494116565
87761,51.15563253,0.110059288
3256,56.11208403,-3.343184308
65927,52.46966684,-2.090482207
6111,55.9947876,-4.71122469
12136,55.08777296,-1.598609666
83454,50.75007936,-3.42042872
76379,52.44255122,-2.83742091
87931,51.11220792,-0.186645541
88464,51.44827844,0.178962681
83321,50.78329163,-3.646794091
50206,51.85234422,0.577989312
36088,53.35876379,-2.912002686
42140,53.0896396,-2.432969316
83470,50.87352607,-2.778497167
53246,51.68448698,-0.106861344
6058,56.39046376,-4.61841876
64503,52.91842473,-4.237519475
63405,51.55845384,-0.212651857
7555,55.81825083,-4.228310578
88467,51.45518738,-0.036477271
48007,52.93011156,1.292843251
57009,53.11294881,-1.549159217
7118,55.84230656,-4.364659942
17112,53.80492842,-1.451584753
17014,53.85847859,-1.844888956
7573,55.83327922,-4.256796906
76632,51.62090314,-3.126179118
7229,55.8339395,-4.28430289
30153,53.66757429,-2.777747583
51563,51.57130285,-0.117122773
87766,51.04637702,0.188040892
89399,50.88857354,0.501365816
23003,53.58975255,-0.817362283
87006,51.36672599,-0.819256442
6457,55.95567077,-4.035966802
87625,51.41810674,-0.072583817
37069,53.23993283,-2.599304631
53245,51.70872307,-0.109758408
74343,51.65379515,-1.236495152
1037,57.91949463,-4.40427197
7301,55.94201905,-3.980325579
3205,56.31697747,-3.008758333
4114,55.90055935,-3.318749547
89302,51.37392476,0.461737494
78110,51.70193062,-3.413734582
76239,51.65658719,-3.016210457
79078,52.05150557,-3.748222614
51402,51.52608877,0.146131037
35141,53.53946771,-2.515860954
1021,58.01293346,-3.852286372
3298,56.04208801,-3.367719042
6053,56.40117569,-4.983531607
7272,55.84207935,-4.217694624
4201,55.9863118,-3.38161729
6211,55.9119217,-4.42666558
6134,55.94740704,-4.577845286
8101,55.70621508,-4.711059249
9213,54.84618127,-2.988856027
52074,51.5461155,-0.075110799
52046,51.54814809,-0.075674106
11271,54.15424371,-3.179001136
1154,56.93515432,-4.246191273
15515,54.46616521,-0.91097197
78505,51.50050534,-3.233926299
66457,52.32482602,-1.82086845
15866,54.52045752,-1.547332736
25804,53.3846004,-1.412566447
49109,52.27301847,1.523501096
88466,51.44736962,0.219275577
18402,53.5883834,-1.531660242
29173,53.69805008,-2.464937211
87110,51.48307666,-0.579404728
32538,53.39091552,-2.15295648
83605,50.58080611,-3.464638415
83603,50.59869637,-3.44357453
89465,51.2230511,1.398876009
86112,51.04245336,-1.634855333
33088,53.47419866,-2.251049158
87086,51.23880012,-0.324619996
40047,53.29476216,-3.833389964
18472,53.66849624,-1.751898145
37067,53.22878832,-2.666558578
18498,53.57264551,-1.663212655
73450,51.57883783,-0.497415874
73451,51.58059818,-0.517766223
87606,51.46820166,-0.089335032
9443,54.28241843,-2.363602435
32520,53.45688051,-2.1316583
88431,51.4788467,-0.026244064
57403,52.91656458,-1.463350572
49145,52.05056759,1.182673887
84199,50.37851779,-4.170738806
18438,53.69214454,-1.633109863
74313,51.61095537,-1.242874832
83449,50.71397654,-3.473574004
82105,51.24898089,-2.207910973
78014,51.61783524,-3.437551889
78717,51.43166274,-3.218361147
78710,51.44005191,-3.180599401
1091,57.59421687,-4.422197203
15714,54.51473863,-1.467075015
32243,53.44934541,-1.970295751
32543,53.35819718,-2.042480803
49002,52.37367581,1.12372541
84200,50.3821535,-4.175926719
25386,53.54434077,-1.531691966
79093,52.29536017,-3.263623238
88296,50.91858265,0.610004415
40058,53.18636282,-3.822640324
40063,53.05202652,-3.885137218
23421,53.52216791,-1.139847563
86976,50.70928082,-2.437240477
86977,50.71094249,-2.442538829
25704,53.3276505,-1.515296554
87687,51.24092578,-0.324227594
87084,51.23622181,-0.339955542
87757,51.15578669,-0.004280973
66433,52.37208198,-1.752891759
32548,53.30004209,-1.88975039
89611,51.12570547,1.305325414
49415,51.93875033,1.280641287
64401,52.56437239,-3.923910861
46255,52.60412647,0.365699969
73271,51.51661572,-0.330171841
54291,51.5527705,-0.105482581
4821,56.00511709,-2.786053219
19016,54.00154651,-0.434675856
10205,54.37696687,-3.443413698
67012,52.26821555,-2.1583561
25711,53.30138544,-1.468777548
6219,55.90480503,-4.362863553
7009,55.94123996,-4.774746066
7323,55.86734808,-3.948871535
6217,55.90458479,-4.385456953
65642,52.48837564,-1.871385771
65811,52.52466497,-2.049473796
57114,52.98841769,-1.485968347
1072,57.31995108,-5.691304713
6527,55.85843023,-4.213033658
47006,52.201664,0.366692361
6136,55.94664694,-4.56690302
6137,55.94223897,-4.554119332
7127,55.84464253,-4.301224341
9022,55.07255957,-3.604300182
89470,51.34570524,1.425844713
4827,55.99828668,-2.513351487
3161,56.18588135,-3.965478239
86107,51.0339181,-1.547073228
1074,57.33697735,-5.637119901
3054,56.45647514,-2.97120784
3321,56.06818359,-3.452524507
3319,56.08056807,-3.421464979
3106,56.55704527,-3.578396268
8701,55.71187482,-4.532371996
1023,57.98551643,-3.948923922
13523,54.95006074,-1.642056025
89342,51.29648733,0.170965072
13702,54.77939808,-1.58176233
87996,50.81751806,-0.411443728
2042,57.20563352,-2.192327472
64417,52.78886588,-4.104650485
15701,54.52944182,-1.349449139
73253,51.51484074,-0.301729135
35325,53.45115116,-2.637662284
87002,51.4410993,-0.917969045
87250,51.44233528,-0.187690227
66447,52.36659387,-1.861161465
87903,51.22732486,-0.170796996
14006,54.94642132,-1.420327371
32524,53.4093227,-2.22199522
87610,51.46149324,-0.080545821
89322,51.25523466,0.484758853
16603,53.79199246,-1.370540383
87759,51.12626813,-0.017872533
42412,53.09301837,-2.29905756
7231,55.76599785,-4.180213649
89411,51.28580687,0.439309773
56650,52.86251827,-1.263226409
51130,51.48483069,0.412958307
87993,50.82163585,-0.354867876
88254,50.76937126,0.281275733
78713,51.43763388,-3.206146789
6712,55.85975052,-4.107163939
38220,53.30755279,-2.981132064
19218,53.75517984,-0.787635172
89530,51.44297117,0.320950196
76647,51.77669064,-3.202585181
76646,51.75714584,-3.196111617
31739,53.4853737,-2.334513115
48511,52.47090328,0.969942013
36615,53.43080051,-2.780040606
34005,53.36498569,-1.816624616
88325,51.39008858,-0.026328623
87736,51.2084315,0.060672559
87760,51.20007852,0.067199341
36170,53.40263125,-2.946482836
4303,55.95238655,-3.188228909
4039,55.92754413,-3.307662843
51949,51.62492905,-0.061087329
83232,50.88772726,-3.874766917
87107,51.42964491,-0.546493398
15519,54.43749406,-0.761480438
87246,51.49402827,-0.098700021
2007,57.64289272,-3.311242309
38317,53.28220528,-2.89642228
88321,51.39848963,-0.049544013
88468,51.41711577,0.044299909
46404,52.23805557,0.912621768
28001,53.26413179,-1.216393065
25308,53.49867601,-1.427424834
47335,51.92055191,0.228097234
63212,51.65307159,-0.280057408
88418,51.45564213,0.052498834
44514,52.95215572,-0.855507287
50391,51.56864245,0.220139902
86343,50.8516028,-0.938414267
78370,51.58321309,-3.228805975
53301,51.65325505,-0.090669598
51913,51.67092271,-0.028506104
51946,51.65202653,-0.079300851
29175,53.65599089,-2.414542614
87681,51.33438993,-0.268752976
87692,51.3236845,-0.238929596
65606,52.52829731,-1.839502111
87764,51.08896107,0.201459413
88604,51.48166951,0.175081755
86002,51.37988809,-0.353315292
4709,55.88179643,-3.083076621
54295,51.54070571,-0.096249571
89394,51.01054132,0.442384956
72410,51.52813645,-0.133897961
30163,53.66049407,-2.672020608
67351,52.0984068,-1.947304819
87679,51.34529676,-0.241504721
87304,51.3500419,-0.256962007
83431,50.72647176,-3.53329101
83421,50.72926257,-3.543300901
83517,50.71713515,-3.538850964
7275,55.86154442,-4.283574052
83475,50.6216213,-3.414984721
83472,50.66829048,-3.444109557
89345,51.36271745,0.204420358
64413,52.6960558,-4.04942166
32056,53.47130839,-2.145773854
8216,55.75193673,-4.853246289
78507,51.49390591,-3.233848646
88420,51.45915297,0.079331204
5041,56.00260755,-3.785038999
5109,55.99180917,-3.792236117
6050,56.39386897,-5.112456486
88181,50.86212169,-0.08735766
85521,50.15069322,-5.056074479
85515,50.14832627,-5.064981435
86241,50.8530232,-1.192024352
87010,51.30204276,-0.743009324
86042,51.29660321,-0.755707854
87055,51.19714825,-0.604528454
87026,51.21190062,-0.792409826
88480,51.40166366,0.235479939
31569,53.55001806,-2.387847637
63633,51.52016719,-0.105178743
4086,55.82246883,-3.719310237
89501,51.31171504,0.891075673
87935,51.09588443,-0.262990843
36052,53.46909908,-2.936722222
1047,57.77812647,-3.993936802
18031,53.67908273,-1.358446903
49137,51.96708471,1.350465289
87121,51.44789656,-0.409817003
52711,51.5116456,-0.078870553
83458,50.78666585,-3.285430695
62057,52.0000769,-0.715976052
78129,51.68649812,-3.395894422
19199,53.71717213,-0.507835368
80407,51.76837365,-4.369482635
79073,51.87248088,-3.992878606
19002,54.20987588,-0.293865188
81305,51.50493599,-2.562431865
72417,51.55026646,-0.183115237
54238,51.56430253,-0.106258811
74453,51.85278768,-1.469326769
86383,50.83904019,-0.815065358
87987,50.83422634,-0.219395497
80013,52.00412851,-4.994866467
80011,52.01155709,-4.985670246
55507,53.06029295,-0.912183161
18071,53.63251618,-1.374274772
66500,52.4711079,-1.912949025
86045,51.2906324,-0.830789302
10026,54.68969274,-3.520740396
40125,53.24953868,-3.13299296
